ElementId,Category,Family,Type,Level,Mark,Assembly Code,Assembly Description,Length,Width,Depth,Height,Area,Volume,Weight,Unit Weight,Material,Type Comments,Base Level,Top Level,Base Offset,Top Offset,Location Type,Position X (ft),Position Y (ft),Position Z (ft),Start X (ft),Start Y (ft),Start Z (ft),End X (ft),End Y (ft),End Z (ft),Rotation (deg),Bounding Box Min X (ft),Bounding Box Min Y (ft),Bounding Box Min Z (ft),Bounding Box Max X (ft),Bounding Box Max Y (ft),Bounding Box Max Z (ft),Bounding Box Center X (ft),Bounding Box Center Y (ft),Bounding Box Center Z (ft),Comments,Parameter Snapshot,source_schedule,System Name,System Type,Service Type,Classification,Size,Diameter,Insulation Thickness,Lining Thickness,Airflow,Flow,Pressure Drop,Cooling Capacity,Heating Capacity,Power,Voltage,Current,Apparent Load,Connected Load,Connector Count,Connector Flow,Connector Demand,Connector Max Diameter (in),Connector Max Width (in),Connector Max Height (in)
1378802,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,120.297,133.916,15.0,,,,,,,270.0,119.33,132.812,15.002,121.431,135.021,17.917,120.38,133.916,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1378909,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"13' - 3""","0' - 8""",,,128 SF,85.28 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,88.361,169.666,15.0,81.736,169.666,15.0,94.986,169.666,15.0,,81.736,169.333,15.0,94.986,169.999,27.0,88.361,169.666,21.0,,"Area=128 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=13' - 3"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=85.28 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1378993,Walls,,Storefront,L 1,,,,"14' - 2""",,,,124 SF,,,,,,,,"0' - 0""","-3' - 0""",Curve,59.465,159.833,15.0,66.548,159.833,15.0,52.382,159.833,15.0,,52.382,159.333,15.0,66.548,160.333,24.0,59.465,159.833,19.5,,"Adjust for Mullion Size=False | Area=124 SF | Base Offset=0' - 0"" | Border 1 Type=2.5"" x 5"" rectangular | Border 2 Type=2.5"" x 5"" rectangular | Export Type to IFC=0 | Family and Type=Storefront | Interior Type=2.5"" x 5"" rectangular | Length=14' - 2"" | Offset=0' - 0"" | Related to Mass=False | Top Offset=-3' - 0"" | Type=Storefront | Type Id=Storefront | Type IfcGUID=0y4wEne0z8OfuHoefhp$oR | Type Mark=CW03 | Type Name=Storefront | Unconnected Height=9' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379108,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"9' - 5 3/4""","0' - 8""",,,114 SF,75.83 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,66.548,164.364,15.0,66.548,169.104,15.0,66.548,159.624,15.0,,66.215,159.624,15.0,66.882,169.104,27.0,66.548,164.364,21.0,,"Area=114 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=9' - 5 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=75.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379153,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"9' - 5 3/4""","0' - 8""",,,114 SF,75.83 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,81.048,164.364,15.0,81.048,169.104,15.0,81.048,159.624,15.0,,80.715,159.624,15.0,81.382,169.104,27.0,81.048,164.364,21.0,,"Area=114 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=9' - 5 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=75.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379178,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"9' - 5 3/4""","0' - 8""",,,114 SF,75.83 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,95.548,164.364,15.0,95.548,169.104,15.0,95.548,159.624,15.0,,95.215,159.624,15.0,95.882,169.104,27.0,95.548,164.364,21.0,,"Area=114 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=9' - 5 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=75.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379208,Walls,,"Generic - 8"" - INTERIOR",L 1,,C1010,Partitions,"9' - 5 3/4""","0' - 8""",,,114 SF,75.83 CF,,,Default Wall,,,,"0' - 0""","0' - 0""",Curve,110.048,164.364,15.0,110.048,169.104,15.0,110.048,159.624,15.0,,109.715,159.624,15.0,110.382,169.104,27.0,110.048,164.364,21.0,,"Area=114 SF | Assembly Code=C1010 | Assembly Description=Partitions | Base Offset=0' - 0"" | Export Type to IFC=0 | Family and Type=Generic - 8"" - INTERIOR | Length=9' - 5 3/4"" | Related to Mass=False | Top Offset=0' - 0"" | Type=Generic - 8"" - INTERIOR | Type Id=Generic - 8"" - INTERIOR | Type IfcGUID=0YBSLlf6P0RPb$5Z_TbijW | Type Mark=G06 | Type Name=Generic - 8"" - INTERIOR | Unconnected Height=12' - 0"" | Volume=75.83 CF | Width=0' - 8""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379259,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,75.715,160.166,15.0,,,,,,,0.0,75.652,160.104,15.0,80.777,162.791,17.5,78.215,161.447,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379260,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,78.048,164.166,15.0,,,,,,,180.0,76.944,163.032,15.002,79.153,165.133,17.917,78.048,164.082,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379355,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,66.882,160.166,15.0,,,,,,,0.0,66.819,160.104,15.0,71.944,162.791,17.5,69.382,161.447,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1379356,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,69.215,164.166,15.0,,,,,,,180.0,68.11,163.032,15.002,70.319,165.133,17.917,69.215,164.082,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382126,Doors,Door-Passage-Single-Vision_Lite,"3'6"" x 96""",L 1,190.0,C1020,Interior Doors,,"3' - 6""","0' - 1 3/4""","8' - 0""",66 SF,6.02 CF,,,Glass; Aluminum; Wood - Birch; Metal - Paint Finish - Grey,,,,,,Point,83.548,169.666,15.0,,,,,,,180.0,81.569,165.916,15.0,85.465,170.041,23.333,83.517,167.979,19.167,,"Area=66 SF | Assembly Code=C1020 | Assembly Description=Interior Doors | Door Handle Material=Aluminum | Export Type to IFC=0 | Family and Type=3'6"" x 96"" | Frame Material=Metal - Paint Finish - Grey | Glass Stop Material=Metal - Paint Finish - Grey | Head Height=8' - 0"" | Height=8' - 0"" | Level=L 1 | Mark=190 | Masonry Frame Depth=0' - 5 3/4"" | MFOpeningHeight=0' - 4"" | MFOpeningWidth=0' - 4"" | Panel Material=Wood - Birch | Rough Height=8' - 4"" | Rough Width=3' - 10"" | Sill Height=0' - 0"" | Strike Height=3' - 4"" | Thickness=0' - 1 3/4"" | Type=3'6"" x 96"" | Type Id=3'6"" x 96"" | Type IfcGUID=12NhhQn3X8XPpfzeITmi$x | Type Mark=33 | Type Name=3'6"" x 96"" | Volume=6.02 CF | Width=3' - 6""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382380,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,90.215,160.166,15.0,,,,,,,0.0,90.152,160.104,15.0,95.277,162.791,17.5,92.715,161.447,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382381,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,92.548,164.166,15.0,,,,,,,180.0,91.444,163.032,15.002,93.653,165.133,17.917,92.548,164.082,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382382,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,81.382,160.166,15.0,,,,,,,0.0,81.319,160.104,15.0,86.444,162.791,17.5,83.882,161.447,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382383,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,83.715,164.166,15.0,,,,,,,180.0,82.61,163.032,15.002,84.819,165.133,17.917,83.715,164.082,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382442,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,104.715,160.166,15.0,,,,,,,0.0,104.652,160.104,15.0,109.777,162.791,17.5,107.215,161.447,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382443,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,107.048,164.166,15.0,,,,,,,180.0,105.944,163.032,15.002,108.153,165.133,17.917,107.048,164.082,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382444,Furniture,Desk,"60"" x 30""",L 1,,,,,"5' - 0""","2' - 6""","2' - 6""",46 SF,15.25 CF,,,"Laminate, Ivory, Matte; Cherry; Steel, Chrome Plated",,,,,,Point,95.882,160.166,15.0,,,,,,,0.0,95.819,160.104,15.0,100.944,162.791,17.5,98.382,161.447,16.25,,"Area=46 SF | Body Material=Laminate, Ivory, Matte | Depth=2' - 6"" | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=60"" x 30"" | Handle/Leg Material=Steel, Chrome Plated | Height=2' - 6"" | Leg Height=0' - 6"" | Level=L 1 | Top Material=Cherry | Type=60"" x 30"" | Type Id=60"" x 30"" | Type IfcGUID=0sZa5CcvLBHwZMWpH4oDxF | Type Name=60"" x 30"" | Volume=15.25 CF | Width=5' - 0""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1382445,Furniture,Chair-Task Arms,Chair-Task Arms,L 1,,,,,,,,9 SF,1.13 CF,,,"Textile - Slate Blue; Plastic, Opaque Black",,,,,,Point,98.215,164.166,15.0,,,,,,,180.0,97.11,163.032,15.002,99.319,165.133,17.917,98.215,164.082,16.46,,"Area=9 SF | Base Material=Plastic, Opaque Black | Caster Material=Plastic, Opaque Black | Elevation from Level=0' - 0"" | Export Type to IFC=0 | Family and Type=Chair-Task Arms | Level=L 1 | Seat/Back Material=Textile - Slate Blue | Type=Chair-Task Arms | Type Id=Chair-Task Arms | Type IfcGUID=25VjgOKgz12enyjs5jfEkM | Type Name=Chair-Task Arms | Volume=1.13 CF",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1383903,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 3 19/32""","0' - 1""","7' - 8 1/4""",33 SF,2.75 CF,,,Glass,,,,,,BoundingBox,63.857,159.729,19.052,,,,,,,,61.708,159.687,15.208,66.007,159.77,22.896,63.857,159.729,19.052,,"Area=33 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.75 CF | Width=4' - 3 19/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1383905,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 3 19/32""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,52.59,159.833,24.0,,,,,,,270.0,52.59,159.624,23.792,56.888,160.041,24.0,54.739,159.833,23.896,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 19/32"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1383906,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"4' - 3 19/32""",,"0' - 5""","0' - 5""",3 SF,0.37 CF,,,Aluminum,,,,,,Point,66.007,159.833,15.0,,,,,,,270.0,61.708,159.624,15.0,66.007,160.041,15.208,63.857,159.833,15.104,,"Area=3 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=4' - 3 19/32"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.37 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1383907,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"8' - 0""",,"0' - 5""","0' - 5""",5 SF,0.69 CF,,,Aluminum,,,,,,Point,52.382,159.833,15.0,,,,,,,180.0,52.382,159.624,15.0,52.59,160.041,23.0,52.486,159.833,19.0,,"Area=5 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=8' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.69 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1383908,Curtain Wall Mullions,Rectangular Mullion,"2.5"" x 5"" rectangular",L 1,,,,"1' - 0""",,"0' - 5""","0' - 5""",1 SF,0.09 CF,,,Aluminum,,,,,,Point,66.215,159.833,24.0,,,,,,,360.0,66.007,159.624,23.0,66.215,160.041,24.0,66.111,159.833,23.5,,"Area=1 SF | Export Type to IFC=0 | Family and Type=2.5"" x 5"" rectangular | Length=1' - 0"" | Level=L 1 | Material=Aluminum | Offset=0' - 0"" | Thickness=0' - 5"" | Type=2.5"" x 5"" rectangular | Type Id=2.5"" x 5"" rectangular | Type IfcGUID=2mjs6M6G98BxHa18ZZD6Tx | Type Name=2.5"" x 5"" rectangular | Volume=0.09 CF | Width on side 1=0' - 1 1/4"" | Width on side 2=0' - 1 1/4""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
1383910,Curtain Panels,System Panel,Glazed,L 1,,,,,"4' - 4 27/32""","0' - 1""","7' - 8 1/4""",34 SF,2.82 CF,,,Glass,,,,,,BoundingBox,59.298,159.729,19.052,,,,,,,,57.097,159.687,15.208,61.5,159.77,22.896,59.298,159.729,19.052,,"Area=34 SF | Construction Type Id=GSP4R | Export Type to IFC=0 | Family and Type=Glazed | Height=7' - 8 1/4"" | Level=L 1 | Material=Glass | Offset=0' - 1 1/4"" | Thickness=0' - 1"" | Type=Glazed | Type Id=Glazed | Type IfcGUID=2kuA36Oo8Hr98b0026FtOP | Type Name=Glazed | Volume=2.82 CF | Width=4' - 4 27/32""",C:\Ashmitha\Stanford\Quarter 2\PBL\IPD Challenge\revit_schedules\Arch\04_Island_ARCH_Concept2_V24_2026-04-23_04-35-08pm_detached_Architecture_TakeOff.csv,,,,,,,,,,,,,,,,,,,,,,,,
